,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
2299354,M416,kUdOk-bLeCk,1.0,435477.3,421585.3,MIRAMAR,2U4GBNA0Ymndpuztrk62UfNogxmiGOJaN-yxEqy1E6AspsV_0c33T-p3g9AsNS5i,1828,Julius820,2.0,435117.0,419314.2
2300116,Mk14,hu-xiao-z,1.0,238335.5,417622.2,MIRAMAR,2U4GBNA0YmlTYgHCDDOHZlyPyIV3Iz17RfboLwLZ0X90295vf-5KtIX-2WqUlARc,1809,vVvPSYCHOTICvVv,2.0,227587.8,423698.1
2302099,M16A4,Moofosa,1.0,465603.7,239191.0,MIRAMAR,2U4GBNA0YmmODcgGXik8XR_aRmpm4TjvbDjJffrfAMg1WH2HSATgiNxBGSb_ZLZR,1884,DillDonger,2.0,463751.3,234335.1
2302212,Grenade,Alex-Chung,1.0,333747.6,509643.6,MIRAMAR,2U4GBNA0YmkJl3UC7IOiIJRw_rGDW6xjRMPYLCA0bI92rOUv38LerwILsTAIqW3c,1817,Solo_CP,2.0,339246.9,505467.4
2304809,Kar98k,169cm73kg15cm,1.0,579528.3,470017.8,MIRAMAR,2U4GBNA0YmnmgqXHceNQ7GdzLxrBISBQvmDassHVVxVvsaQq7w7_pVHL9rKB2sjr,1884,JohnnyRrCH,2.0,584502.9,475861.6
2305645,SCAR-L,Duongthuphuong,1.0,315818.6,260672.3,MIRAMAR,2U4GBNA0YmmoKvNcmJxiw85EETRI2PYs6lk9kLcAOw-06_TZWucdY-oVQqJpfIZO,1793,Heibaihuiei,2.0,313666.7,257517.5
2308098,SKS,Ledentsov,1.0,251129.3,477086.8,MIRAMAR,2U4GBNA0YmlYFN8sZvHSO8dAlBBSqets_5A4jfLH5pS-AEXJQOZ7jqhfq1-LV9ak,1887,Hen2on,2.0,251207.0,482674.3
2311719,SCAR-L,satan0510,1.0,414576.3,445947.3,MIRAMAR,2U4GBNA0Ymk1rGu10thAXVa9XVbnEjZDtIdQ8Ig59RNegOCYXVeLcb80-ZorjZgc,1879,dadadf1ad,2.0,413258.7,446445.8
2316453,AUG,BanBanBam,1.0,448098.8,104771.6,MIRAMAR,2U4GBNA0YmllsGfonn2cRnwNYLy9GHy2kNMQ31C86dg7ePbjgJxoSA9Hz9rzvqxg,1758,ssssssadasdsa,2.0,449864.6,100270.0
2318731,SCAR-L,Mentize,1.0,495151.7,601104.7,MIRAMAR,2U4GBNA0Ymkd56Io73Wghh-LXaTl1VPxT2CTW6A1AbRgXyuenFuYVhpCKssYG9fr,1907,HJBguxin,2.0,498899.5,600172.4
2319088,M416,snowymo,1.0,408608.0,382970.6,MIRAMAR,2U4GBNA0YmlyTGoeUtQozE-eMxu-prKicY69EL3VLUHCaFY7DFljoA9mvIDj-4OX,2163,EMP_1,2.0,408427.2,383112.8
2319745,M416,JeanCoupDesTete,1.0,494362.7,606321.2,MIRAMAR,2U4GBNA0YmkL-3-6onJfeKub2wazBmlu37emWhFWXEtqg7BA8d7atIYnDUdzUcp_,1884,5383127,2.0,490505.3,606813.1
2322041,M416,DFG520-,1.0,172344.7,296022.0,MIRAMAR,2U4GBNA0YmlXLebqtY8rtDFoKrT6F4Ic3S48xO98j3ebpenvIEftGvYB2ignuuzJ,2089,scmf,2.0,172302.8,294741.9
2323428,SCAR-L,poisonousXiaoJiu,1.0,313100.2,291883.7,MIRAMAR,2U4GBNA0Ymktv076RTs9qsYYY-ovu9wA7cD06HO-chlJRZ5SmWB7YN00ToFBn6AR,1895,kobehale01,2.0,313517.1,291229.2
2323910,UMP9,EtheRoach,1.0,358584.3,152102.7,MIRAMAR,2U4GBNA0Ymka-u2FESKvoptw6zAc_D7C_7lRerJwN9uP1pvyXUxWqYarh9xx-QVl,1824,GaijinAl,2.0,356853.2,151519.3
2329716,SCAR-L,nikofulikk,1.0,424858.9,384323.2,MIRAMAR,2U4GBNA0YmlE1I9GaZKc2enUHSsd91f0v7VWeMzSyVSz80mtjpgBLyJn1ZaW5jYX,1924,ami_19990508,2.0,426444.1,387920.2
2330203,M16A4,Cheruibim93,1.0,535772.4,344554.3,MIRAMAR,2U4GBNA0Ymkit500Md2ByDKuecn-raAHYpXhhf0EJyusme64x5dEL9JdNI-qKCXi,1958,MrTshaak,2.0,535439.5,343943.8
2330721,Grenade,zhouxiang0,1.0,214432.5,417115.4,MIRAMAR,2U4GBNA0Ymk5voXqbzwc90XXy6hVyIh53VXdLPBgGhAiA9Gz_olklLLOETJhTZOV,1816,Dat_Stone,2.0,216876.9,419494.1
2331545,M416,beelzebuA,1.0,417616.0,326695.8,MIRAMAR,2U4GBNA0YmnSSHosGccpolgkGEmpsmB-7ei-4zk8EqMwnx6Uzc1ET7p2flmCRARN,1975,Zzulu,2.0,419828.0,327342.7
2331868,M416,xrz917,1.0,282367.9,505742.9,MIRAMAR,2U4GBNA0YmnE6vyyFIHusglwO1YDAHYZQXfs2U4ff38brA8wfJQfPWxrwIq--J1T,1859,Answer-p,2.0,282277.6,506471.5
2336848,SCAR-L,GeckoInACan,1.0,211735.2,415496.8,MIRAMAR,2U4GBNA0Ymkhn-qIfQpFO3u8PXXYxFmfEpDGXtjLOWM7x4vZ4trmOfIq0aKKKwSJ,1962,lsknb1,2.0,213314.5,414125.9
2338599,M416,Redlaine,1.0,408457.5,489111.7,MIRAMAR,2U4GBNA0YmmKmei7ALKRD39NbSoYW-gWB-XyfenDz4TnqawcU0Ys8CFxzashu2GN,1812,Peak-Tx,2.0,403689.1,486931.9
2340147,SCAR-L,FANGYJ98,1.0,418545.3,480559.4,MIRAMAR,2U4GBNA0Yml_kgWzrheaXIejWHn2dsNzEVKEQsQVJpMFUlWGdeVOU6W0AMnrpefF,1662,Blackfyre,2.0,421654.1,485215.7
2341788,SCAR-L,sz0007,1.0,154057.3,370621.4,MIRAMAR,2U4GBNA0YmnNUiwi2Az0ZwkQcPD57knIi1aHE_6p6xtv9tG7v0L-lni6Y7jrNpa6,1770,RiotOPSunYatSen,2.0,150233.4,366201.9
2346314,AKM,evanchnu,1.0,267847.5,141832.9,MIRAMAR,2U4GBNA0YmmrAPDc7i2EBAWQ_7-FvUZMk9CWOGSxe4e_eXbBoIFFSTNyXgZziWdH,1775,Scorpioon777,2.0,267694.3,141822.0
2346431,M16A4,huainanlaobiao,1.0,237688.9,597769.8,MIRAMAR,2U4GBNA0YmnJgDxMvrVIyb3MclB5R2Paz5i_OTMFZY_F3IoT2vGESgTW7SFIyPIg,1806,She1k3,2.0,242496.0,604420.3
2347752,M416,BenderOver,1.0,566514.6,292054.9,MIRAMAR,2U4GBNA0Ymm01aQoRzZ0mVi2Qwmqb26OHHW_LDgTmZXAgej8RmlBcT3P5PhjjT5B,1807,aa680680,2.0,566904.3,293327.8
2351392,AKM,1427759-Gqun,1.0,480175.5,636006.0,MIRAMAR,2U4GBNA0Ymk9HLRbrrfU7IkJlW_C4T5FQKFqRD36lDWvhSUsMu6gR0XXkW3ZcRIv,1830,licouvince,2.0,484565.5,633153.9
2353079,M416,coolcarey,1.0,301449.4,354688.7,MIRAMAR,2U4GBNA0YmkQtKEjhdIHxBbZu_X6exBiOWilmABSfHEnGQHNxIqx3zkfKRZEBFrJ,1846,Traphton,2.0,302269.1,356869.8
2355175,UMP9,chienbean107,1.0,738671.0,487693.2,MIRAMAR,2U4GBNA0YmmNn_m0pQSDQR6BGh_-m_TFXHmn3KAWDEu7FOElLwdSla7O0t3HZklr,1872,XiongHandsome,2.0,737180.3,485194.9
2358641,M416,longgezuidiao1,1.0,503179.8,276833.8,MIRAMAR,2U4GBNA0YmkkEQa5fjYoEYTofjmWGRGem2XISyiY3E-wKgiImxrABNUHpDwyCJQi,1892,InsecureSnowman,2.0,501038.6,274731.5
2359978,SKS,wojiaolisihan,1.0,327764.6,445073.6,MIRAMAR,2U4GBNA0YmkOJZ8A3PqPfXD_KS26bnq26jm2Qee8f-jWIyLF-umz-DndcN_7A81x,1852,PrimevalEngima,2.0,320708.4,446473.8
2363535,M416,aking5,1.0,497479.9,82141.1,MIRAMAR,2U4GBNA0YmlyMprsktFVgzoEfng0N5xvGIktoQWSMiK3h1dC7kUNneEDl4pV8Ocq,1793,Vin_wh_L,2.0,496991.5,83347.35
2364474,M16A4,680411365Qvn,1.0,423695.0,571063.1,MIRAMAR,2U4GBNA0YmkXjJjY5fWYI11-PwQi9ABTFUaRZ46VxEMP2qu9PK1dQC5WxOBUMeBR,1875,dlx6699,2.0,426492.8,569736.2
2367905,AKM,LokiNo1,1.0,326596.3,446309.5,MIRAMAR,2U4GBNA0YmlaELBo_Z-sRuC8y6SVy-kE8PFuqC8hM05O2L_AvC8yQEH5co_Id273,1767,TeeHC,2.0,339616.2,447573.0
2369583,SCAR-L,DEPAPEPE-,1.0,630043.9,432390.5,MIRAMAR,2U4GBNA0YmlfqLALOk-UGdq9boCdKck4Hd2qU_Cmp-x0OCnw5LSH78lrcFrkLgyD,1896,uzi_01,2.0,627701.9,429517.2
2370038,UMP9,361224502,1.0,117139.0,597548.0,MIRAMAR,2U4GBNA0YmkFwkfzRdJPyaAjB0jy8MUYdb6HcFPD4K3sy3CZBMLAHkTkzp3pG2if,1914,ret0n,2.0,116700.7,598118.3
2379120,M416,SolooME,1.0,391463.7,490279.3,MIRAMAR,2U4GBNA0YmkLuY2d6_YZmhXTthbUIwkz8Ea4foXevRZmryRzN6R5IcBuux_pi4aY,1946,moonchickenking,2.0,391064.9,487756.3
2381376,M416,Uh_Iovis,1.0,534539.2,335208.4,MIRAMAR,2U4GBNA0YmnAVEF1_5IwhlgpPWkBQrN-KXz-owyBlYfAurwt6UBSk3-XbdEg5YD6,1908,his_mama,2.0,534706.0,334628.3
2381991,M416,LongZhu_2449779,1.0,244329.8,565283.1,MIRAMAR,2U4GBNA0YmnGlrR86yFlR6MqbCiFhcVM_Ep79mOK8BE4tYLQ9Xe2Ju4CqTNVgez6,1797,alinbukele,2.0,240668.0,569275.0
2383144,M16A4,Fishyflemy,1.0,577429.6,256116.5,MIRAMAR,2U4GBNA0Ymk8gzE9gzElGQOa09ZJb_SsI0P3DliE1bVCg2bFt-a5OfhJKBr_CjeP,1827,Knight_Li,2.0,572668.4,270057.6
2387485,Mini 14,V1RNER,1.0,554290.0,581983.8,MIRAMAR,2U4GBNA0YmnIVgiQQhzrZa9J9-vm6XEVf0v3T63YJ01evdqx3wEq-13UMStIPgXv,1883,Luxer_,2.0,551489.6,586769.1
2389772,Grenade,gangqilai121,1.0,485661.6,210251.8,MIRAMAR,2U4GBNA0Ymm1aYRv2QyZTetuq0O0a2f3qLEXnf3KpIFLabvi31DuJBJwC37gpGAy,1893,Depssl,2.0,489354.5,213407.0
2391651,SCAR-L,TzuyuBestGirl,1.0,393490.5,511952.2,MIRAMAR,2U4GBNA0YmkV-sS4W0tR5UesOLUKIhMfGUv7Sk-7kLDh9lrmz0cFaAZf9d14X4VI,1978,Pentakus,2.0,392492.0,512129.2
2394175,SKS,DouYuXUEMM,1.0,255575.8,591120.9,MIRAMAR,2U4GBNA0YmlC78kV9XCKcSaB0rRQkK-jCEkgufiANDaNUQcvKPX4VfmWdWB_OKPC,1752,zhaobing1212,2.0,251971.3,586370.8
2395248,Mini 14,123xjjblieve123,1.0,429077.8,122304.9,MIRAMAR,2U4GBNA0YmmHT9zEOkH3EGpbCyxF7yCxfEJlvSc0q4ljthGMEQFnO9Q6lYeKlrD1,1811,Singhao,2.0,418058.6,115280.1
2398417,M416,binggege0,1.0,233871.8,520021.3,MIRAMAR,2U4GBNA0YmnH7EDQV_EAT-qHfnSyNQRh7Pa71Sh50wlGCUlvn-ii8kZEQpyDr5kZ,1851,Snowflake2242,2.0,222336.1,527671.1
2399998,M249,CewlChris,1.0,243939.0,305226.1,MIRAMAR,2U4GBNA0YmnLMT-42whQkGDVLDZ2nTXCA89Qrf7yHACqtTsYqhxMbpZnOUgPGjkR,1862,ThreeOfFives,2.0,244460.3,302479.7
2401720,M416,ggvix,1.0,143673.7,420533.6,MIRAMAR,2U4GBNA0YmlG1o0B1KArNu4Rusnt3DEyBqdhzv4nwUz7Xnt0JzqH5sVlIwYxpx1l,1790,TYQQ448445586,2.0,143758.3,421080.9
2402915,SCAR-L,dajiba0605,1.0,490600.2,688113.8,MIRAMAR,2U4GBNA0YmllaOLvG7ATMBMEXxRtsA8CN2AAcJcaTLfEbmXFCCDqw4-GmEa5QPuS,1961,he-0999,2.0,488281.9,692529.6
2405613,M416,HASHIKOUH,1.0,203162.2,588082.4,MIRAMAR,2U4GBNA0Ymk_xTtGe5QB9OtGga90kD4KtmfX9OWx4d52nTE3H_SR9zuK-6Z_gN5U,1880,SnapshotKing,2.0,201404.8,581176.8
2411270,AKM,FDHJKCVBLJ,1.0,378228.8,506287.6,MIRAMAR,2U4GBNA0YmmdniJuHDn3rRYVzhM3ANwdZm55-lMkGLxrvqDPnDL5-I9r2RiLOMjx,1646,Assassisloth,2.0,379115.2,491123.2
2414228,SCAR-L,DamonBad,1.0,365721.6,227668.8,MIRAMAR,2U4GBNA0YmnS4aQHnOyvz7GkqjIlGadIIBcY_IsItVvPXJvr6tpQ4Jri6dHfApgj,1858,Antaeus,2.0,364886.6,227183.5
2414662,Mini 14,nTx-T4boOo,1.0,257092.0,303101.5,MIRAMAR,2U4GBNA0YmmEhtz79b8uqaD3reSy18tJLnY-hrJ6iFvs66e0XeqPGle2bwk-w6UG,1799,Papa_Antonio,2.0,253054.8,298219.2
2422391,AKM,cochicho42,1.0,302779.6,457574.4,MIRAMAR,2U4GBNA0YmnT0aenq2IGDyOO4QMhKuAGFfrW8zpD_mDnoM4rX-2PoDBAqOD7OMin,1958,FriiBag94,2.0,299979.8,453396.1
2428390,SCAR-L,RobinNicole,1.0,386777.4,105007.8,MIRAMAR,2U4GBNA0Ymnna2FxaCn_BxXiCWvLHqxuWZpK61m9L1-m8i_RU9gtannsta-MbR7C,1811,YourhandLLL,2.0,383817.6,106317.4
2432870,M416,HighAF__,1.0,526980.6,394397.9,MIRAMAR,2U4GBNA0YmmPgBb9zA_JU65YKp0llliq1YfoZEla-ZfpsfQAm4I3uKabR9OXaQbL,1769,CSZDL,2.0,529043.5,396071.6
2436043,AKM,LY_Ricardo,1.0,681327.0,385006.2,MIRAMAR,2U4GBNA0YmkbtsEbrBku1NGoms2bIMp1ao6t_7n1cvq7sBPYwVU0O93lrNzjD7AN,1788,ZYFeiAwaken,2.0,681528.7,388830.2
2439841,UMP9,Julio,1.0,329771.6,179979.4,MIRAMAR,2U4GBNA0YmllpFnDDMlT8pvnrXMy1RzdR1pCgEnWlFXKB8hW_qYA2nqIQ_Ri1fgz,1968,TaNaT1990,2.0,327619.4,179063.0
2441605,Grenade,Predie,1.0,107182.3,430795.0,MIRAMAR,2U4GBNA0YmmsBtYWfTSj3jLDUHgmqF-k4mUUHWB_g3ifqOaOUU1EOwJHOmxQTw3a,1798,TSizzle,2.0,111242.9,431377.6
2443400,Kar98k,enourmousfacts,1.0,392215.8,594411.9,MIRAMAR,2U4GBNA0Yml8IlaNyw4dgfCTzfNeUpGE7hFy0rOYGTGjxACtj1zrhjTMiZw-9KXl,1844,cjdyrnnn666,2.0,385814.6,598943.1
2443874,SCAR-L,LeesamG,1.0,242390.2,595824.8,MIRAMAR,2U4GBNA0YmkRAXRWhHbc1YCtmLAuDxmoPhB3O6pvWjUgTsMI8mgqNH5LthTXUlEQ,1802,kingaoao,2.0,249034.2,601306.3
2445428,M16A4,XZL_clE,1.0,186670.3,495467.7,MIRAMAR,2U4GBNA0YmlZ-Ul2rrFEaoz9LxZq2dlhoDn8UWBgv6U-deI3HjjbkUmwT9Q4aaGd,1871,jia100620J,2.0,184505.1,491567.3
2454165,M416,zdp521,1.0,384012.1,564708.4,MIRAMAR,2U4GBNA0YmktmplPZuJJBKpCFJ9XDf6KTRgxTW2PNWpmizPdi5Jw_qLEipIDbjX7,1951,yyw666662,2.0,381148.5,571391.6
2456927,UMP9,MrLongxiaoyu,1.0,401506.7,620931.1,MIRAMAR,2U4GBNA0YmldWzdfVfDXTsN20ug_ceFjAd1P_SvM44tDQcBO4s7VX2T6krfI_PcV,1793,OldFatt,2.0,404112.9,622332.1
2459223,M416,D-Abuguo,1.0,464714.3,367320.0,MIRAMAR,2U4GBNA0YmlRMZ9VS8pbhh41bTl2AYpZdcp2thlgUeiTjkXaunDLWgwV9t24L6_x,1949,WANGTIANCHEN12,2.0,465046.4,367541.0
2466300,SKS,ReallIy,1.0,242061.3,380517.8,MIRAMAR,2U4GBNA0Ymnz3er8_rAwW5YrRpFebnqIlA5zw1pPyZqWkbQH1UtIqwrMslr1XYwH,1846,King_nightwish,2.0,241389.2,378016.3
2467365,SKS,Lugnut94,1.0,551917.5,514675.6,MIRAMAR,2U4GBNA0YmlLUJVfLM1PwzEXhSZrEyM6tL4PPkMitoc7ALe02qzXvhvIuYh-Of_I,1736,NagaWaga,2.0,561495.8,514393.9
2468613,M416,luyingjie3,1.0,331040.7,451377.9,MIRAMAR,2U4GBNA0Ymlcb3kLrv48TuobcxU2KkH9XBYlRuydXUIzMXnTf5ZpXavba3AGWH-7,1802,William_hz,2.0,331737.1,448419.8
2470059,M24,ojbklove9,1.0,585016.6,110897.8,MIRAMAR,2U4GBNA0YmljOu4zZ4VDczIKEJBdKxWhdQoDo8DRhy0lHgd2euNor7uYhQb_lyuV,1742,Bubbastank,2.0,578475.9,122839.5
2476158,SCAR-L,Thunder-Kuntz,1.0,393446.5,147399.9,MIRAMAR,2U4GBNA0YmkDSeoKJfiF7GysBksyn9eQjyfTYH9SgMkejg36KzeAIAyjRseKcovB,1882,YY-HuGe,2.0,391751.5,148798.2
2480475,M16A4,gogooI,1.0,494319.6,570822.9,MIRAMAR,2U4GBNA0YmkHZ-ocgwhQCo0n2HIuPqTeqejQdCVX3biUKiug3pkL4U5oUWuTOvNx,1964,Raperstar-,2.0,494109.6,570941.6
2480681,SCAR-L,sanhualimi02,1.0,338511.6,383671.6,MIRAMAR,2U4GBNA0YmkMpQ02mX-BtO38WSpCpKvZ99H5qpvz8OuMXVUmgQf7edcG7_7TDnFa,1862,LYB-xiezi,2.0,344111.8,385262.9
2482105,SCAR-L,oz0ne,1.0,362350.2,388428.9,MIRAMAR,2U4GBNA0YmkMUOlGpX2TaJzal4397yoIyz89VJI-W6EgcGolXj018X-Ti3JNjYP_,1834,HD266,2.0,367603.5,389405.3
2486948,M416,xR0J4S,1.0,499848.6,293672.8,MIRAMAR,2U4GBNA0YmlsGxi375mbKUNQ5mQR_FodlDo79xUAvJFD4fNIDdnuZUAgbKoK3D5T,1871,Vermilian,2.0,499125.5,294909.7
2488955,SCAR-L,Gastro_Boy,1.0,567285.5,253936.2,MIRAMAR,2U4GBNA0Ymm-HXO98ng_rW16PboFHu4TNFNsy6hXv-ceaQrBGj2ThDoHMCuwEoZp,1821,Xtreme32,2.0,565548.6,255782.8
2491246,M416,MnH-Masew,1.0,288331.6,148004.8,MIRAMAR,2U4GBNA0YmmrhWcvqTDBdNMeNG_bmK9T0IjCqzYGvcXINIVQtSuQf49s1ku1eMBp,1851,sujiaxin1231,2.0,284728.8,151631.7
2494129,SCAR-L,chinalbsym,1.0,327692.8,582302.1,MIRAMAR,2U4GBNA0YmktQwWOMhWyWKoK9_Y86S29HKsFYLc8-gCdnQD49j5w2xcdlh5Ye3FL,1821,Whomstved,2.0,327106.1,582590.0
2494773,M416,Ranon123,1.0,319002.3,288406.7,MIRAMAR,2U4GBNA0Yml0t47pbQlSAXV4ZauoMPt0BeLyuUy6BlnHeRsmm1403HS_TY1idhFQ,1826,19860506,2.0,316672.5,287718.9
2496056,M416,SweitZ,1.0,542046.9,626377.8,MIRAMAR,2U4GBNA0YmlzM9ZQ5VcZmpClOQRZTJTHV0iD2PPwxCsMHpEYTbR5VBWuaeMHgEcw,1759,Euckfvan,2.0,546327.4,634802.4
2496896,Grenade,pengmeili520,1.0,404957.8,339721.1,MIRAMAR,2U4GBNA0YmnchE0WpIuiW-c0rNH0i5CqbPZ_lvw5d1wI5xKEYIb5_XO3dL9K8svm,1858,yuanjihuafeng,2.0,403732.0,338035.9
2499909,M16A4,doubiPFY,1.0,398458.0,480034.2,MIRAMAR,2U4GBNA0Ymn5XP9PFi1-fyik66Ex1gibuYJ0ttSxkJIT7Q3HJsXztcXxXL5vOzB2,1975,windZRF,2.0,397588.3,478395.7
2501431,M416,Knoxville_F,1.0,555280.4,339990.3,MIRAMAR,2U4GBNA0YmmSS09Q9dQbN2bMlSVhF6AvNHgneIG1dRWMJYdVhSx8f4aF7cypl4ob,1832,Zhanghuahua77,2.0,551259.9,337481.1
2501647,M416,KuKluxKuck,1.0,614005.7,305702.2,MIRAMAR,2U4GBNA0YmmtQTJcqrA2hJu4nPLhU_ag0o58R-sxqbhkFjtnRmGCU-GbLL33lmUn,1905,Alkurian,2.0,613808.0,310041.8
2503120,SCAR-L,CurtainLiGouZi,1.0,264519.2,421319.4,MIRAMAR,2U4GBNA0YmlpFp2Jw9tfn8I6afG77rOy5etUqM4Ky9bTAdBzYXiaYVm42maV1xJJ,1872,MOJIE1994,2.0,268144.6,421663.6
2504217,UMP9,itsdaryl23,1.0,353503.6,275306.6,MIRAMAR,2U4GBNA0Ymkv5NaEEe2_r-HUz86z8MiTJC8AhyPAKyuX1YMsF8JJNK403NaeXqim,1956,Standin-Vincent,2.0,352021.0,275835.9
2505059,M416,FkTCr,1.0,437687.1,165394.5,MIRAMAR,2U4GBNA0YmnTEGRBQHJsFKtHuavRnF5JgNihNuxfwMQx4cm3ohPwcAZe_aZXZc-T,1852,GirlFrend,2.0,444050.9,164693.1
2506063,M416,hulaolao,1.0,297818.7,463802.9,MIRAMAR,2U4GBNA0Ymlx-QSEq5ZUIImOJCrwBQsNvLyldD14SVYqW83AKoTcAQ0LIMELn5Ur,1842,scarl-007,2.0,289494.5,455109.1
2507131,Mini 14,emd37,1.0,183054.5,514282.8,MIRAMAR,2U4GBNA0Yml7uzS4JiuNezhKmTArRgaOiDuXBCSyoW_9gSbqAaIYM2zwrq9E14sW,1800,wx19970420,2.0,176857.2,514614.7
2507573,M416,Crush101,1.0,331659.8,324708.5,MIRAMAR,2U4GBNA0YmmTCdnUWj0DZ7npiCE5xKOkC6Oe59_nuWbCBpin2gh5txbuiAShmMS7,1844,whiteisto,2.0,325296.8,325264.0
2513020,SCAR-L,iPushMyCar,1.0,348532.2,542093.0,MIRAMAR,2U4GBNA0Ymkwadm9H1SZRanu8PHFTW_9FaQxc6srD4MIE2Ugk1a3dwuLmEFiE4Ox,1912,nicknicename,2.0,349907.3,537579.9
2514917,M416,my784737294,1.0,267195.3,445678.9,MIRAMAR,2U4GBNA0Ymk0W8iOnc3C0qFF8Hh37r8yUQOzSV4xOYSIJjW93G5nNIJ75PAspxZy,1903,jbro6,2.0,264906.1,443227.3
2517196,M416,Ohio-State-King,1.0,335882.0,536612.9,MIRAMAR,2U4GBNA0YmldXS0m7XgqUBol8D6Ki6q9oYdt3RalmUsjyTPxZT53DxpSzVSohOPk,1838,yousanshu,2.0,335747.6,534442.4
2517827,Kar98k,Rabbly,1.0,315411.9,491198.3,MIRAMAR,2U4GBNA0YmmrP6ZgGPncfw32CYoA7pjgT75QFsZcrKJYB7hvw4I1qaUn68QrFNf1,1755,hl2wl,2.0,324220.6,494674.9
2520488,M416,MataViejitas69,1.0,485661.3,598471.1,MIRAMAR,2U4GBNA0YmmqQqZW7QTJLG2L-atP3mDIufd4IiNq8vHjJE66ECBmikhxiTFkez9R,1795,Su-DuMie,2.0,495242.3,597229.1
2522034,UMP9,ec2a,1.0,431739.3,264034.9,MIRAMAR,2U4GBNA0YmkBSfcMNN5D7ESW2pm7s88AmfMyzRCQLZjZRJqGKyzDtU0fnOaKkY2m,1887,Prze,2.0,432866.3,260432.1
2522910,AKM,CrzayBay,1.0,355641.8,138739.0,MIRAMAR,2U4GBNA0YmmBIhy1SZmKNjo6MP2JDgOByEFobfVvQN7jSGvW_Es7aeHaWWYTfzPS,1911,jieqlay,2.0,358794.1,134144.0
2523944,AUG,TH-Zzzzz,1.0,64320.98,336995.7,MIRAMAR,2U4GBNA0YmmFtJP08n9E2RK042B4TIXDMgzdcfmiuIAp7nRllxdx_sqpGgUJdYmU,1875,damaoshan007,2.0,67526.13,336341.6
2528251,AKM,shyele,1.0,463518.9,244016.8,MIRAMAR,2U4GBNA0YmlqiFQvv3dpR0oglyPWySinjBh0IgdAl-CILvl6b7AtS2qHOq1DcLYt,1849,lyxajj001,2.0,458448.8,235551.5
2532967,Grenade,hucklerr,1.0,432528.5,687457.1,MIRAMAR,2U4GBNA0YmnAYN_15vBPpQG2UKXFcUOScW85LVZ7Gix_6HXAVjso3Tfnt6T04h6I,1877,xPotchi,2.0,430298.3,693979.4
2536841,SCAR-L,teng-xiansheng,1.0,231882.9,292313.5,MIRAMAR,2U4GBNA0YmkBjzV5SFLtg-QWwAh-xRo7oy53Ln_uE3o4OPbij2pI-iWxRTSvckNF,1891,yulanxi,2.0,231621.1,295598.9
2537654,Mini 14,#unknown,1.0,156259.8,356865.2,MIRAMAR,2U4GBNA0Ymkf945y0knWWHivlLiyDu1yfa2i3LJiHvDouWf4OK4Ig7syyTTHXWTH,1857,LiuHuiyy,2.0,154366.1,355337.8
2539383,M416,crazyHci,1.0,351043.9,256914.1,MIRAMAR,2U4GBNA0YmlRvfsAdZil5pCIHBb9EVEEk7Crvvrkm3rnExAu505gI0T-Datbj0oZ,1890,udannyu,2.0,348323.9,253378.8
2545240,Kar98k,wangxiaogege,1.0,195663.8,397133.2,MIRAMAR,2U4GBNA0Ymmv7QiU4tQgkddjz04OXU5y-fVJqxHyQfRLahbhCOCkUpnJathjS_Qy,1303,ActiionCat,2.0,119925.6,334590.9
2545652,Kar98k,AnselmoMartinsBR,1.0,527426.3,382439.7,MIRAMAR,2U4GBNA0YmlSmWsAPKE3AeIdpaGw2UdyYaogiyKYvLX9GlUps36TxxyS60G-UnKD,1876,Delighter,2.0,526831.5,377068.9
2548626,M416,lvvtiancai,1.0,534234.3,193499.0,MIRAMAR,2U4GBNA0Yml1N1RMl7Rx2KbmEvLD42QBbHdv2uLb1OAS7wGrcO8CQ3rE54cD7jGS,1904,Chuizi1-,2.0,536221.4,195911.8
2549880,AKM,ZhAoLh,1.0,598244.8,485395.1,MIRAMAR,2U4GBNA0YmmF29p7Kz_gVHF1ztXr2lTWVhq9FAXw5BxuxyIbU_SBLNG-HgbkxpYi,1929,wjh77777,2.0,598912.4,488294.5
2552749,M416,zxwnc,1.0,413274.4,369558.9,MIRAMAR,2U4GBNA0YmmBaskG0MrrodD_D_MRsXNqwycYsosm2-pyHIXrJMw-7muB3csyBPyU,1886,TTDexter,2.0,406259.3,365843.3
2553266,M416,ZLY0831,1.0,308049.7,387390.6,MIRAMAR,2U4GBNA0Ymk0hPF0HeAgMtHjt0CCe7frkGYnG2VIXvwHun3PBDstO4nnURN9VFI8,1870,Jakemhobbs,2.0,309035.4,388821.1
2556647,AWM,RememberD1987,1.0,244177.2,468437.8,MIRAMAR,2U4GBNA0YmlnN_JIMYBjNccR-wxfAsGZGCwzXrSQ4F0_kJMk-rpkb4V6d1iIAPxv,1790,zwlt2tap,2.0,259215.9,468063.9
2569261,M16A4,ykjiushinidebaba,1.0,296321.2,477581.5,MIRAMAR,2U4GBNA0YmkTSM81GXSOYHIeh5JYhYEvhlyfG0gi2QnqS5eLCPRNSTQeXOF_JTFC,1866,huangyuyz,2.0,297643.9,479313.1
