1.899952639999999974e+03,6.144511999999999716e+02,1.959000000000000000e+03
2.157346815999999762e+03,3.106591231999999764e+03,1.916000000000000000e+03
1.392720896000000039e+03,1.575353855999999951e+03,1.911000000000000000e+03
1.909340671999999813e+03,3.315610111999999845e+03,1.789000000000000000e+03
2.590318080000000009e+03,3.293239808000000266e+03,1.885000000000000000e+03
2.218375168000000031e+03,8.266101759999999103e+02,1.882000000000000000e+03
1.080532480000000078e+03,2.376169984000000113e+03,1.896000000000000000e+03
1.051341824000000088e+03,2.894431231999999909e+03,1.977000000000000000e+03
2.302574079999999867e+03,1.304736255999999912e+03,1.967000000000000000e+03
1.641963008000000173e+03,1.364449280000000044e+03,1.925000000000000000e+03
3.008985087999999905e+03,8.001095679999999675e+02,1.787000000000000000e+03
2.273456639999999879e+03,1.728688128000000006e+03,1.949000000000000000e+03
2.383116288000000168e+03,1.367060991999999942e+03,1.882000000000000000e+03
1.095359999999999900e+03,1.556845055999999886e+03,1.852000000000000000e+03
2.076022271999999703e+03,1.608044544000000087e+03,1.947000000000000000e+03
9.025945600000000013e+02,1.779963903999999957e+03,1.948000000000000000e+03
1.359091711999999916e+03,1.576027135999999928e+03,1.914000000000000000e+03
2.235215871999999763e+03,1.234255360000000110e+03,1.781000000000000000e+03
2.280753663999999844e+03,2.880489983999999822e+03,1.664000000000000000e+03
1.770795519999999897e+03,2.287390208000000257e+03,1.867000000000000000e+03
2.696750079999999798e+03,3.530987520000000131e+03,1.600000000000000000e+03
2.549599744000000101e+03,1.616188928000000033e+03,1.864000000000000000e+03
2.051738112000000001e+03,1.904591871999999967e+03,1.923000000000000000e+03
2.083304448000000320e+03,3.300229632000000038e+03,1.840000000000000000e+03
8.617881599999999480e+02,1.922115584000000126e+03,1.973000000000000000e+03
3.159595008000000234e+03,2.871187456000000111e+03,1.414000000000000000e+03
9.311329279999999926e+02,2.182103552000000036e+03,1.877000000000000000e+03
1.741371391999999787e+03,2.461962239999999838e+03,1.945000000000000000e+03
1.836759551999999985e+03,6.102615039999999453e+02,1.875000000000000000e+03
1.707263999999999896e+03,2.673093119999999999e+03,1.604000000000000000e+03
5.625512959999999794e+02,2.001421311999999944e+03,1.951000000000000000e+03
5.663989760000000615e+02,2.634889728000000105e+03,1.922000000000000000e+03
1.449064448000000084e+03,2.506236415999999736e+03,1.890000000000000000e+03
8.681159679999999526e+02,2.075194880000000012e+03,1.933000000000000000e+03
1.339894272000000001e+03,8.102471679999999878e+02,1.836000000000000000e+03
1.748892671999999948e+03,3.602934271999999964e+03,1.879000000000000000e+03
9.372185600000000250e+02,2.009087488000000121e+03,1.849000000000000000e+03
1.736248831999999993e+03,2.764512768000000051e+03,1.936000000000000000e+03
2.088598015999999916e+03,9.903032319999999800e+02,1.816000000000000000e+03
1.290625024000000167e+03,1.785820159999999987e+03,1.657000000000000000e+03
2.619183615999999802e+03,7.306106879999999819e+02,1.606000000000000000e+03
2.856465408000000025e+03,1.772411904000000050e+03,2.022000000000000000e+03
2.852814847999999984e+03,2.542643199999999979e+03,2.078000000000000000e+03
5.248097279999999500e+02,2.814692352000000028e+03,1.959000000000000000e+03
3.027329536000000189e+03,3.477549056000000292e+03,1.858000000000000000e+03
2.555599360000000161e+03,2.135265791999999692e+03,1.876000000000000000e+03
1.492540416000000050e+03,2.889819136000000071e+03,1.897000000000000000e+03
3.075954688000000260e+03,2.288663551999999981e+03,1.762000000000000000e+03
2.140840959999999995e+03,3.679863808000000063e+03,1.968000000000000000e+03
1.563091455999999880e+03,1.124184575999999879e+03,1.946000000000000000e+03
2.453401600000000144e+03,3.272503807999999935e+03,1.843000000000000000e+03
3.142111231999999745e+03,1.713124864000000116e+03,1.975000000000000000e+03
7.533977599999999484e+02,1.586439679999999953e+03,1.906000000000000000e+03
2.517722623999999996e+03,1.952498175999999830e+03,1.864000000000000000e+03
3.111072767999999996e+03,1.727632384000000002e+03,1.758000000000000000e+03
2.254828543999999965e+03,1.255187455999999884e+03,1.875000000000000000e+03
1.368508928000000196e+03,8.251566080000000056e+02,1.869000000000000000e+03
2.500770815999999741e+03,2.033790976000000001e+03,1.950000000000000000e+03
3.695163391999999931e+03,2.116290048000000297e+03,1.944000000000000000e+03
1.295624704000000065e+03,2.790286848000000191e+03,1.960000000000000000e+03
7.655352320000000645e+02,2.405920767999999953e+03,1.889000000000000000e+03
1.488117760000000089e+03,1.408621568000000025e+03,1.927000000000000000e+03
2.791201791999999841e+03,1.762436608000000206e+03,1.838000000000000000e+03
2.870720511999999871e+03,2.391862271999999848e+03,1.706000000000000000e+03
1.136513535999999931e+03,1.120615424000000075e+03,1.897000000000000000e+03
1.414536704000000100e+03,1.360993279999999913e+03,1.995000000000000000e+03
3.115019776000000093e+03,3.068177920000000086e+03,1.994000000000000000e+03
2.093609472000000096e+03,2.135237119999999777e+03,1.875000000000000000e+03
2.043016704000000118e+03,3.081604608000000098e+03,1.778000000000000000e+03
8.176993279999999231e+02,1.039377919999999904e+03,1.887000000000000000e+03
1.383305728000000045e+03,2.030715904000000137e+03,1.961000000000000000e+03
2.809705472000000100e+03,9.989616640000000416e+02,1.975000000000000000e+03
2.935044608000000153e+03,1.445265408000000207e+03,1.864000000000000000e+03
2.607796735999999783e+03,3.088211968000000070e+03,1.838000000000000000e+03
2.714425856000000294e+03,3.476652543999999580e+03,1.901000000000000000e+03
2.089818624000000000e+03,3.726983168000000205e+03,1.884000000000000000e+03
1.795094016000000011e+03,1.959955455999999913e+03,1.997000000000000000e+03
1.155584512000000132e+03,1.480424448000000211e+03,1.866000000000000000e+03
1.354202624000000014e+03,2.747485696000000189e+03,1.943000000000000000e+03
6.291717120000000705e+02,2.736243711999999960e+03,1.843000000000000000e+03
1.929075711999999839e+03,2.317741055999999844e+03,1.914000000000000000e+03
2.117282815999999912e+03,2.397860351999999693e+03,1.878000000000000000e+03
1.272379392000000053e+03,2.607069183999999950e+03,1.922000000000000000e+03
2.183562751999999819e+03,5.968680960000000368e+02,1.761000000000000000e+03
3.444357631999999739e+03,8.645314559999999346e+02,1.869000000000000000e+03
1.966894080000000031e+03,3.509769216000000142e+03,1.638000000000000000e+03
2.651444223999999849e+03,2.193865728000000217e+03,1.918000000000000000e+03
1.959476224000000002e+03,5.992980479999999943e+02,2.176000000000000000e+03
3.143519232000000102e+03,8.349393919999999980e+02,1.913000000000000000e+03
1.069094912000000022e+03,1.663842815999999857e+03,1.940000000000000000e+03
2.917774336000000403e+03,6.764293119999999817e+02,1.929000000000000000e+03
7.434521600000000490e+02,2.942686208000000079e+03,1.908000000000000000e+03
1.929342464000000064e+03,1.569471488000000136e+03,2.004000000000000000e+03
2.783093248000000131e+03,2.112771072000000004e+03,1.770000000000000000e+03
2.311868928000000324e+03,1.767058431999999812e+03,1.975000000000000000e+03
1.930630143999999973e+03,9.762498559999999088e+02,1.855000000000000000e+03
1.570167808000000150e+03,1.715808768000000100e+03,1.970000000000000000e+03
1.238067712000000029e+03,2.596877824000000146e+03,1.886000000000000000e+03
2.709613568000000214e+03,2.956269568000000163e+03,1.976000000000000000e+03
1.596733951999999817e+03,2.881861120000000028e+03,1.848000000000000000e+03
3.176349696000000222e+03,3.299544063999999707e+03,1.869000000000000000e+03
2.775327743999999711e+03,1.358084096000000045e+03,1.949000000000000000e+03
1.231132671999999957e+03,2.397775871999999708e+03,1.898000000000000000e+03
9.699205120000000306e+02,1.914341888000000154e+03,1.951000000000000000e+03
1.401519616000000042e+03,1.862029823999999962e+03,2.002000000000000000e+03
3.028259328000000096e+03,1.460169728000000077e+03,1.878000000000000000e+03
1.349894144000000097e+03,2.270219775999999911e+03,1.798000000000000000e+03
1.937693183999999974e+03,1.989810688000000027e+03,1.960000000000000000e+03
1.446260735999999952e+03,2.052919808000000103e+03,2.120000000000000000e+03
2.626824192000000039e+03,2.973460480000000189e+03,1.892000000000000000e+03
2.465182719999999790e+03,1.969214464000000135e+03,1.812000000000000000e+03
1.153728000000000065e+03,1.735887359999999944e+03,1.874000000000000000e+03
3.131837951999999859e+03,1.933213696000000027e+03,1.848000000000000000e+03
2.929971712000000025e+03,3.129196031999999832e+03,1.882000000000000000e+03
2.306806783999999880e+03,2.443591167999999925e+03,1.947000000000000000e+03
1.925674495999999863e+03,1.502154751999999917e+03,1.808000000000000000e+03
2.236848128000000088e+03,7.131212799999999561e+02,1.900000000000000000e+03
1.933032960000000003e+03,1.634346495999999888e+03,1.829000000000000000e+03
2.698397183999999925e+03,7.457740800000000263e+02,1.995000000000000000e+03
3.143776768000000175e+03,2.043823104000000058e+03,1.903000000000000000e+03
7.069562879999999723e+02,2.055973375999999917e+03,1.907000000000000000e+03
8.763458559999999125e+02,3.236635647999999946e+03,2.172000000000000000e+03
2.574036991999999827e+03,3.358197247999999945e+03,1.656000000000000000e+03
2.687655423999999584e+03,3.175097856000000320e+03,1.874000000000000000e+03
1.568077311999999893e+03,2.480740351999999803e+03,1.866000000000000000e+03
1.343216128000000026e+03,2.780051456000000144e+03,1.782000000000000000e+03
1.981133311999999933e+03,3.078038528000000042e+03,1.770000000000000000e+03
2.470351360000000113e+03,2.377179135999999744e+03,1.869000000000000000e+03
2.515009536000000026e+03,1.228104192000000012e+03,1.992000000000000000e+03
1.378826751999999942e+03,1.882241535999999996e+03,1.953000000000000000e+03
1.364904448000000230e+03,1.063900159999999914e+03,1.877000000000000000e+03
1.637514751999999817e+03,1.653828608000000031e+03,2.176000000000000000e+03
2.443064832000000024e+03,1.664446975999999950e+03,1.927000000000000000e+03
9.993876480000000129e+02,2.201350656000000072e+03,1.974000000000000000e+03
2.473652736000000004e+03,3.434959871999999905e+03,1.800000000000000000e+03
2.245325824000000011e+03,2.468837375999999949e+03,1.906000000000000000e+03
2.569871360000000095e+03,2.116924415999999837e+03,1.964000000000000000e+03
3.283299840000000131e+03,1.521055231999999933e+03,1.868000000000000000e+03
1.273333759999999984e+03,2.265247231999999713e+03,1.891000000000000000e+03
2.316552704000000176e+03,1.125002240000000029e+03,1.753000000000000000e+03
1.613100544000000127e+03,1.308417535999999927e+03,1.856000000000000000e+03
1.524212224000000106e+03,2.172449279999999817e+03,1.854000000000000000e+03
1.862736895999999888e+03,2.005944320000000062e+03,1.971000000000000000e+03
2.247881728000000294e+03,3.541969407999999930e+03,1.860000000000000000e+03
2.472992255999999998e+03,6.516884479999999940e+02,1.937000000000000000e+03
2.542287871999999879e+03,1.954744831999999860e+03,1.873000000000000000e+03
1.157422080000000051e+03,1.714501119999999901e+03,1.970000000000000000e+03
2.692525568000000021e+03,2.468396032000000105e+03,1.916000000000000000e+03
1.902506495999999970e+03,1.827965951999999788e+03,1.842000000000000000e+03
1.809372159999999894e+03,2.181429759999999987e+03,1.864000000000000000e+03
2.857978368000000046e+03,1.235705856000000040e+03,2.105000000000000000e+03
1.983008255999999847e+03,1.941856768000000102e+03,1.951000000000000000e+03
1.169380863999999974e+03,2.086472704000000249e+03,1.896000000000000000e+03
3.116145152000000053e+03,1.533979135999999926e+03,1.906000000000000000e+03
1.209435135999999829e+03,1.614147071999999980e+03,1.899000000000000000e+03
2.601993215999999848e+03,2.987542016000000331e+03,1.687000000000000000e+03
8.296048640000000205e+02,1.729677311999999802e+03,1.955000000000000000e+03
3.517285888000000341e+03,1.502976000000000113e+03,1.832000000000000000e+03
1.872493056000000024e+03,2.683694591999999830e+03,1.652000000000000000e+03
1.521197055999999975e+03,6.526448639999999841e+02,1.994000000000000000e+03
2.708660736000000270e+03,7.341240320000000565e+02,1.821000000000000000e+03
7.773506559999999581e+02,1.639029759999999897e+03,1.993000000000000000e+03
1.377332223999999997e+03,1.735964159999999993e+03,1.912000000000000000e+03
1.748045824000000039e+03,1.476938751999999795e+03,1.928000000000000000e+03
2.277803519999999935e+03,1.594947071999999935e+03,1.868000000000000000e+03
2.808321536000000378e+03,2.676795391999999993e+03,1.867000000000000000e+03
2.205379584000000250e+03,2.366759935999999925e+03,1.833000000000000000e+03
2.258378752000000077e+03,3.090323968000000150e+03,2.070000000000000000e+03
5.471093759999999975e+02,2.332686848000000282e+03,1.864000000000000000e+03
3.230369791999999961e+03,9.762042880000000196e+02,1.858000000000000000e+03
1.749033984000000146e+03,8.616919040000000223e+02,1.918000000000000000e+03
2.084933631999999761e+03,2.531619328000000223e+03,1.833000000000000000e+03
2.964379648000000088e+03,1.365878271999999924e+03,1.761000000000000000e+03
2.134469120000000203e+03,3.413064191999999821e+03,1.898000000000000000e+03
1.212808191999999963e+03,1.664428544000000102e+03,1.978000000000000000e+03
1.866338304000000107e+03,7.782169599999999718e+02,1.843000000000000000e+03
1.859917824000000110e+03,2.584803327999999965e+03,1.908000000000000000e+03
2.889731072000000040e+03,2.974996991999999864e+03,1.885000000000000000e+03
1.569913344000000052e+03,1.217844224000000168e+03,1.941000000000000000e+03
9.784238080000000082e+02,9.679825920000000679e+02,1.838000000000000000e+03
1.903188480000000027e+03,1.776786431999999877e+03,1.826000000000000000e+03
2.093689855999999963e+03,2.344246271999999863e+03,1.735000000000000000e+03
2.845043711999999687e+03,9.236776959999999690e+02,2.000000000000000000e+03
2.026719231999999920e+03,1.426327039999999897e+03,1.987000000000000000e+03
1.406696448000000146e+03,2.767646720000000187e+03,1.948000000000000000e+03
2.091906559999999899e+03,3.407264768000000004e+03,1.791000000000000000e+03
1.875442176000000018e+03,2.689909247999999934e+03,2.098000000000000000e+03
3.056614912000000004e+03,1.410372608000000128e+03,1.851000000000000000e+03
2.440159231999999975e+03,2.087000063999999838e+03,1.967000000000000000e+03
2.989866496000000097e+03,2.321090048000000024e+03,1.888000000000000000e+03
1.781784576000000015e+03,2.592653823999999986e+03,1.746000000000000000e+03
2.160563711999999668e+03,1.904868864000000031e+03,1.929000000000000000e+03
1.691695615999999973e+03,1.347266048000000183e+03,1.759000000000000000e+03
2.526864896000000044e+03,2.469577728000000207e+03,1.878000000000000000e+03
1.391892991999999822e+03,1.393681408000000147e+03,1.880000000000000000e+03
1.633147391999999854e+03,1.100689407999999958e+03,1.951000000000000000e+03
2.460620288000000073e+03,1.047168511999999964e+03,1.867000000000000000e+03
1.006981120000000033e+03,2.273541119999999864e+03,1.955000000000000000e+03
2.655651327999999921e+03,2.495660031999999774e+03,1.891000000000000000e+03
2.506436607999999978e+03,9.389998079999999163e+02,1.888000000000000000e+03
1.873925120000000106e+03,1.370952704000000040e+03,1.804000000000000000e+03
2.428676608000000215e+03,1.409423871999999847e+03,2.069000000000000000e+03
9.141775359999999182e+02,2.065720831999999973e+03,1.796000000000000000e+03
7.976448000000000320e+02,1.873337855999999874e+03,1.914000000000000000e+03
2.316509696000000076e+03,2.430926335999999992e+03,1.758000000000000000e+03
3.197223936000000322e+03,3.187177471999999852e+03,1.733000000000000000e+03
1.164021760000000086e+03,1.984437248000000181e+03,2.060000000000000000e+03
2.997915648000000147e+03,2.208837631999999758e+03,1.869000000000000000e+03
2.775790591999999833e+03,7.918090240000000222e+02,1.811000000000000000e+03
2.897215488000000278e+03,3.184209408000000167e+03,1.834000000000000000e+03
1.816820224000000053e+03,6.953226240000000189e+02,1.917000000000000000e+03
7.361064959999999928e+02,2.796489216000000397e+03,1.795000000000000000e+03
1.505233408000000054e+03,1.319859200000000101e+03,1.961000000000000000e+03
9.990287359999999808e+02,1.063214079999999967e+03,1.915000000000000000e+03
1.327355391999999938e+03,1.600695808000000170e+03,1.925000000000000000e+03
1.544301056000000017e+03,2.956372992000000067e+03,1.936000000000000000e+03
1.297477120000000014e+03,1.782941695999999865e+03,1.947000000000000000e+03
2.909997056000000157e+03,2.321744384000000082e+03,1.805000000000000000e+03
2.253058559999999943e+03,2.494390272000000095e+03,1.312000000000000000e+03
1.352619519999999966e+03,2.804187136000000464e+03,1.981000000000000000e+03
2.973149696000000404e+03,9.073525759999998854e+02,1.595000000000000000e+03
1.567223808000000190e+03,1.040721919999999955e+03,1.914000000000000000e+03
1.521433088000000225e+03,9.947371520000000373e+02,1.953000000000000000e+03
1.319775231999999960e+03,9.017482240000000502e+02,1.819000000000000000e+03
2.484869119999999839e+03,1.296552447999999913e+03,1.856000000000000000e+03
1.719612415999999939e+03,3.350328831999999693e+03,1.937000000000000000e+03
2.041604608000000098e+03,1.535192064000000073e+03,2.037000000000000000e+03
2.814331903999999668e+03,3.046599168000000191e+03,1.964000000000000000e+03
2.709995008000000325e+03,3.047055359999999837e+03,1.909000000000000000e+03
1.836860928000000058e+03,2.456805888000000323e+03,1.885000000000000000e+03
2.364891648000000259e+03,1.575531520000000000e+03,1.807000000000000000e+03
1.982043648000000076e+03,2.389622784000000138e+03,1.943000000000000000e+03
3.153380351999999675e+03,2.553590783999999985e+03,1.971000000000000000e+03
1.771231744000000162e+03,3.485636608000000251e+03,1.950000000000000000e+03
2.903922176000000036e+03,1.298447359999999890e+03,1.864000000000000000e+03
2.177893375999999989e+03,2.449023488000000270e+03,1.837000000000000000e+03
3.407721471999999721e+03,1.804560895999999957e+03,1.973000000000000000e+03
2.179168768000000000e+03,3.253879296000000068e+03,1.960000000000000000e+03
3.327870976000000155e+03,8.976727040000000670e+02,1.747000000000000000e+03
2.756684287999999924e+03,1.743556608000000097e+03,1.794000000000000000e+03
3.015141376000000037e+03,2.310877696000000014e+03,1.937000000000000000e+03
2.730211328000000321e+03,1.606736384000000044e+03,2.027000000000000000e+03
2.294330879999999979e+03,2.841325056000000131e+03,1.956000000000000000e+03
1.054132223999999951e+03,2.391714816000000155e+03,1.846000000000000000e+03
